entity_id,event_type,event,time,resource_id,value,fuel_level_start,fuel_level_end
parameter,parameter,tank_size,0.0,,600.0,,
StationTank,fuel_level_change,fuel_level_change,0.0,,600.0,,
StationTank,fuel_level_change,fuel_level_change,1.0,,600.0,,
StationTank,fuel_level_change,fuel_level_change,2.0,,600.0,,
StationTank,fuel_level_change,fuel_level_change,3.0,,600.0,,
StationTank,fuel_level_change,fuel_level_change,4.0,,600.0,,
StationTank,fuel_level_change,fuel_level_change,5.0,,600.0,,
StationTank,fuel_level_change,fuel_level_change,6.0,,600.0,,
StationTank,fuel_level_change,fuel_level_change,7.0,,600.0,,
StationTank,fuel_level_change,fuel_level_change,8.0,,600.0,,
StationTank,fuel_level_change,fuel_level_change,9.0,,600.0,,
StationTank,fuel_level_change,fuel_level_change,10.0,,600.0,,
StationTank,fuel_level_change,fuel_level_change,11.0,,600.0,,
StationTank,fuel_level_change,fuel_level_change,12.0,,600.0,,
StationTank,fuel_level_change,fuel_level_change,13.0,,600.0,,
StationTank,fuel_level_change,fuel_level_change,14.0,,600.0,,
StationTank,fuel_level_change,fuel_level_change,15.0,,600.0,,
StationTank,fuel_level_change,fuel_level_change,16.0,,600.0,,
StationTank,fuel_level_change,fuel_level_change,17.0,,600.0,,
StationTank,fuel_level_change,fuel_level_change,18.0,,600.0,,
StationTank,fuel_level_change,fuel_level_change,19.0,,600.0,,
StationTank,fuel_level_change,fuel_level_change,20.0,,600.0,,
StationTank,fuel_level_change,fuel_level_change,21.0,,600.0,,
StationTank,fuel_level_change,fuel_level_change,22.0,,600.0,,
StationTank,fuel_level_change,fuel_level_change,23.0,,600.0,,
StationTank,fuel_level_change,fuel_level_change,24.0,,600.0,,
StationTank,fuel_level_change,fuel_level_change,25.0,,600.0,,
StationTank,fuel_level_change,fuel_level_change,26.0,,600.0,,
StationTank,fuel_level_change,fuel_level_change,27.0,,600.0,,
StationTank,fuel_level_change,fuel_level_change,28.0,,600.0,,
Car 0,arrival_departure,arrival,29.0,,,,
Car 0,queue,pump_queue_wait_begins,29.0,,,13.0,50.0
StationTank,fuel_level_change,fuel_level_change,29.0,,600.0,,
Car 0,resource_use,payment_begins,29.0,1.0,,13.0,50.0
StationTank,fuel_level_change,fuel_level_change,30.0,,563.0,,
StationTank,fuel_level_change,fuel_level_change,31.0,,563.0,,
StationTank,fuel_level_change,fuel_level_change,32.0,,563.0,,
StationTank,fuel_level_change,fuel_level_change,33.0,,563.0,,
StationTank,fuel_level_change,fuel_level_change,34.0,,563.0,,
StationTank,fuel_level_change,fuel_level_change,35.0,,563.0,,
StationTank,fuel_level_change,fuel_level_change,36.0,,563.0,,
StationTank,fuel_level_change,fuel_level_change,37.0,,563.0,,
StationTank,fuel_level_change,fuel_level_change,38.0,,563.0,,
StationTank,fuel_level_change,fuel_level_change,39.0,,563.0,,
StationTank,fuel_level_change,fuel_level_change,40.0,,563.0,,
StationTank,fuel_level_change,fuel_level_change,41.0,,563.0,,
StationTank,fuel_level_change,fuel_level_change,42.0,,563.0,,
StationTank,fuel_level_change,fuel_level_change,43.0,,563.0,,
StationTank,fuel_level_change,fuel_level_change,44.0,,563.0,,
StationTank,fuel_level_change,fuel_level_change,45.0,,563.0,,
StationTank,fuel_level_change,fuel_level_change,46.0,,563.0,,
Car 1,arrival_departure,arrival,47.0,,,,
Car 1,queue,pump_queue_wait_begins,47.0,,,9.0,50.0
StationTank,fuel_level_change,fuel_level_change,47.0,,563.0,,
Car 1,resource_use,payment_begins,47.0,2.0,,9.0,50.0
StationTank,fuel_level_change,fuel_level_change,48.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,49.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,50.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,51.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,52.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,53.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,54.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,55.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,56.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,57.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,58.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,59.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,60.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,61.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,62.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,63.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,64.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,65.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,66.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,67.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,68.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,69.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,70.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,71.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,72.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,73.0,,522.0,,
Car 0,resource_use_end,payment_ends,74.0,1.0,,13.0,50.0
Car 0,resource_use,pumping_begins,74.0,1.0,,13.0,50.0
StationTank,fuel_level_change,fuel_level_change,74.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,75.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,76.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,77.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,78.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,79.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,80.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,81.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,82.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,83.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,84.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,85.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,86.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,87.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,88.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,89.0,,522.0,,
Car 2,arrival_departure,arrival,90.0,,,,
Car 2,queue,pump_queue_wait_begins,90.0,,,22.0,50.0
StationTank,fuel_level_change,fuel_level_change,90.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,91.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,92.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,93.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,94.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,95.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,96.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,97.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,98.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,99.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,100.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,101.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,102.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,103.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,104.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,105.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,106.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,107.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,108.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,109.0,,522.0,,
StationTank,fuel_level_change,fuel_level_change,110.0,,522.0,,
Car 0,resource_use_end,pumping_ends,111.0,1.0,,13.0,50.0
Car 0,arrival_departure,depart,111.0,,,,
StationTank,fuel_level_change,fuel_level_change,111.0,,522.0,,
Car 2,resource_use,payment_begins,111.0,1.0,,22.0,50.0
StationTank,fuel_level_change,fuel_level_change,112.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,113.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,114.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,115.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,116.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,117.0,,494.0,,
Car 3,arrival_departure,arrival,118.0,,,,
Car 3,queue,pump_queue_wait_begins,118.0,,,18.0,50.0
StationTank,fuel_level_change,fuel_level_change,118.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,119.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,120.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,121.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,122.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,123.0,,494.0,,
Car 1,resource_use_end,payment_ends,124.0,2.0,,9.0,50.0
Car 1,resource_use,pumping_begins,124.0,2.0,,9.0,50.0
StationTank,fuel_level_change,fuel_level_change,124.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,125.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,126.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,127.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,128.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,129.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,130.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,131.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,132.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,133.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,134.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,135.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,136.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,137.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,138.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,139.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,140.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,141.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,142.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,143.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,144.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,145.0,,494.0,,
Car 2,resource_use_end,payment_ends,146.0,1.0,,22.0,50.0
Car 2,resource_use,pumping_begins,146.0,1.0,,22.0,50.0
StationTank,fuel_level_change,fuel_level_change,146.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,147.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,148.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,149.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,150.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,151.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,152.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,153.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,154.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,155.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,156.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,157.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,158.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,159.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,160.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,161.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,162.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,163.0,,494.0,,
StationTank,fuel_level_change,fuel_level_change,164.0,,494.0,,
Car 1,resource_use_end,pumping_ends,165.0,2.0,,9.0,50.0
Car 1,arrival_departure,depart,165.0,,,,
StationTank,fuel_level_change,fuel_level_change,165.0,,494.0,,
Car 3,resource_use,payment_begins,165.0,2.0,,18.0,50.0
StationTank,fuel_level_change,fuel_level_change,166.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,167.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,168.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,169.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,170.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,171.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,172.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,173.0,,462.0,,
Car 2,resource_use_end,pumping_ends,174.0,1.0,,22.0,50.0
Car 2,arrival_departure,depart,174.0,,,,
StationTank,fuel_level_change,fuel_level_change,174.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,175.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,176.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,177.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,178.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,179.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,180.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,181.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,182.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,183.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,184.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,185.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,186.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,187.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,188.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,189.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,190.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,191.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,192.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,193.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,194.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,195.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,196.0,,462.0,,
Car 3,resource_use_end,payment_ends,197.0,2.0,,18.0,50.0
Car 3,resource_use,pumping_begins,197.0,2.0,,18.0,50.0
StationTank,fuel_level_change,fuel_level_change,197.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,198.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,199.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,200.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,201.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,202.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,203.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,204.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,205.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,206.0,,462.0,,
StationTank,fuel_level_change,fuel_level_change,207.0,,462.0,,
Car 4,arrival_departure,arrival,208.0,,,,
Car 4,queue,pump_queue_wait_begins,208.0,,,7.0,50.0
StationTank,fuel_level_change,fuel_level_change,208.0,,462.0,,
Car 4,resource_use,payment_begins,208.0,1.0,,7.0,50.0
StationTank,fuel_level_change,fuel_level_change,209.0,,419.0,,
StationTank,fuel_level_change,fuel_level_change,210.0,,419.0,,
StationTank,fuel_level_change,fuel_level_change,211.0,,419.0,,
StationTank,fuel_level_change,fuel_level_change,212.0,,419.0,,
StationTank,fuel_level_change,fuel_level_change,213.0,,419.0,,
StationTank,fuel_level_change,fuel_level_change,214.0,,419.0,,
StationTank,fuel_level_change,fuel_level_change,215.0,,419.0,,
StationTank,fuel_level_change,fuel_level_change,216.0,,419.0,,
StationTank,fuel_level_change,fuel_level_change,217.0,,419.0,,
StationTank,fuel_level_change,fuel_level_change,218.0,,419.0,,
StationTank,fuel_level_change,fuel_level_change,219.0,,419.0,,
StationTank,fuel_level_change,fuel_level_change,220.0,,419.0,,
StationTank,fuel_level_change,fuel_level_change,221.0,,419.0,,
StationTank,fuel_level_change,fuel_level_change,222.0,,419.0,,
StationTank,fuel_level_change,fuel_level_change,223.0,,419.0,,
StationTank,fuel_level_change,fuel_level_change,224.0,,419.0,,
StationTank,fuel_level_change,fuel_level_change,225.0,,419.0,,
Car 5,arrival_departure,arrival,226.0,,,,
Car 5,queue,pump_queue_wait_begins,226.0,,,21.0,50.0
StationTank,fuel_level_change,fuel_level_change,226.0,,419.0,,
StationTank,fuel_level_change,fuel_level_change,227.0,,419.0,,
StationTank,fuel_level_change,fuel_level_change,228.0,,419.0,,
Car 3,resource_use_end,pumping_ends,229.0,2.0,,18.0,50.0
Car 3,arrival_departure,depart,229.0,,,,
StationTank,fuel_level_change,fuel_level_change,229.0,,419.0,,
Car 5,resource_use,payment_begins,229.0,2.0,,21.0,50.0
StationTank,fuel_level_change,fuel_level_change,230.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,231.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,232.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,233.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,234.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,235.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,236.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,237.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,238.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,239.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,240.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,241.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,242.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,243.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,244.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,245.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,246.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,247.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,248.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,249.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,250.0,,390.0,,
Car 4,resource_use_end,payment_ends,251.0,1.0,,7.0,50.0
Car 4,resource_use,pumping_begins,251.0,1.0,,7.0,50.0
StationTank,fuel_level_change,fuel_level_change,251.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,252.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,253.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,254.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,255.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,256.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,257.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,258.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,259.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,260.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,261.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,262.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,263.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,264.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,265.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,266.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,267.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,268.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,269.0,,390.0,,
Car 6,arrival_departure,arrival,270.0,,,,
Car 6,queue,pump_queue_wait_begins,270.0,,,22.0,50.0
StationTank,fuel_level_change,fuel_level_change,270.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,271.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,272.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,273.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,274.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,275.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,276.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,277.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,278.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,279.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,280.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,281.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,282.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,283.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,284.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,285.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,286.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,287.0,,390.0,,
Car 7,arrival_departure,arrival,288.0,,,,
Car 7,queue,pump_queue_wait_begins,288.0,,,25.0,50.0
StationTank,fuel_level_change,fuel_level_change,288.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,289.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,290.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,291.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,292.0,,390.0,,
StationTank,fuel_level_change,fuel_level_change,293.0,,390.0,,
Car 4,resource_use_end,pumping_ends,294.0,1.0,,7.0,50.0
Car 4,arrival_departure,depart,294.0,,,,
StationTank,fuel_level_change,fuel_level_change,294.0,,390.0,,
Car 6,resource_use,payment_begins,294.0,1.0,,22.0,50.0
StationTank,fuel_level_change,fuel_level_change,295.0,,362.0,,
StationTank,fuel_level_change,fuel_level_change,296.0,,362.0,,
Car 5,resource_use_end,payment_ends,297.0,2.0,,21.0,50.0
Car 5,resource_use,pumping_begins,297.0,2.0,,21.0,50.0
StationTank,fuel_level_change,fuel_level_change,297.0,,362.0,,
StationTank,fuel_level_change,fuel_level_change,298.0,,362.0,,
StationTank,fuel_level_change,fuel_level_change,299.0,,362.0,,
StationTank,fuel_level_change,fuel_level_change,300.0,,362.0,,
StationTank,fuel_level_change,fuel_level_change,301.0,,362.0,,
StationTank,fuel_level_change,fuel_level_change,302.0,,362.0,,
StationTank,fuel_level_change,fuel_level_change,303.0,,362.0,,
StationTank,fuel_level_change,fuel_level_change,304.0,,362.0,,
StationTank,fuel_level_change,fuel_level_change,305.0,,362.0,,
StationTank,fuel_level_change,fuel_level_change,306.0,,362.0,,
StationTank,fuel_level_change,fuel_level_change,307.0,,362.0,,
StationTank,fuel_level_change,fuel_level_change,308.0,,362.0,,
StationTank,fuel_level_change,fuel_level_change,309.0,,362.0,,
StationTank,fuel_level_change,fuel_level_change,310.0,,362.0,,
StationTank,fuel_level_change,fuel_level_change,311.0,,362.0,,
StationTank,fuel_level_change,fuel_level_change,312.0,,362.0,,
StationTank,fuel_level_change,fuel_level_change,313.0,,362.0,,
StationTank,fuel_level_change,fuel_level_change,314.0,,362.0,,
StationTank,fuel_level_change,fuel_level_change,315.0,,362.0,,
StationTank,fuel_level_change,fuel_level_change,316.0,,362.0,,
StationTank,fuel_level_change,fuel_level_change,317.0,,362.0,,
StationTank,fuel_level_change,fuel_level_change,318.0,,362.0,,
StationTank,fuel_level_change,fuel_level_change,319.0,,362.0,,
StationTank,fuel_level_change,fuel_level_change,320.0,,362.0,,
StationTank,fuel_level_change,fuel_level_change,321.0,,362.0,,
StationTank,fuel_level_change,fuel_level_change,322.0,,362.0,,
StationTank,fuel_level_change,fuel_level_change,323.0,,362.0,,
StationTank,fuel_level_change,fuel_level_change,324.0,,362.0,,
StationTank,fuel_level_change,fuel_level_change,325.0,,362.0,,
Car 5,resource_use_end,pumping_ends,326.0,2.0,,21.0,50.0
Car 5,arrival_departure,depart,326.0,,,,
StationTank,fuel_level_change,fuel_level_change,326.0,,362.0,,
Car 7,resource_use,payment_begins,326.0,2.0,,25.0,50.0
StationTank,fuel_level_change,fuel_level_change,327.0,,337.0,,
Car 8,arrival_departure,arrival,328.0,,,,
Car 8,queue,pump_queue_wait_begins,328.0,,,12.0,50.0
StationTank,fuel_level_change,fuel_level_change,328.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,329.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,330.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,331.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,332.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,333.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,334.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,335.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,336.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,337.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,338.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,339.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,340.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,341.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,342.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,343.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,344.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,345.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,346.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,347.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,348.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,349.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,350.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,351.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,352.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,353.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,354.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,355.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,356.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,357.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,358.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,359.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,360.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,361.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,362.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,363.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,364.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,365.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,366.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,367.0,,337.0,,
Car 6,resource_use_end,payment_ends,368.0,1.0,,22.0,50.0
Car 6,resource_use,pumping_begins,368.0,1.0,,22.0,50.0
StationTank,fuel_level_change,fuel_level_change,368.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,369.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,370.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,371.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,372.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,373.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,374.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,375.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,376.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,377.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,378.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,379.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,380.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,381.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,382.0,,337.0,,
StationTank,fuel_level_change,fuel_level_change,383.0,,337.0,,
