entity_id,event_type,event,time,resource_id,value,fuel_level_start,fuel_level_end
StationTank,fuel_level_change,fuel_level_change,5869.0,,41.0,,
StationTank,fuel_level_change,fuel_level_change,5870.0,,41.0,,
StationTank,fuel_level_change,fuel_level_change,5871.0,,41.0,,
StationTank,fuel_level_change,fuel_level_change,5872.0,,41.0,,
Car 115,arrival_departure,arrival,5873.0,,,,
Car 115,queue,pump_queue_wait_begins,5873.0,,,12.0,50.0
StationTank,fuel_level_change,fuel_level_change,5873.0,,41.0,,
StationTank,fuel_level_change,fuel_level_change,5874.0,,41.0,,
StationTank,fuel_level_change,fuel_level_change,5875.0,,41.0,,
StationTank,fuel_level_change,fuel_level_change,5876.0,,41.0,,
StationTank,fuel_level_change,fuel_level_change,5877.0,,41.0,,
StationTank,fuel_level_change,fuel_level_change,5878.0,,41.0,,
StationTank,fuel_level_change,fuel_level_change,5879.0,,41.0,,
StationTank,fuel_level_change,fuel_level_change,5880.0,,41.0,,
StationTank,fuel_level_change,fuel_level_change,5881.0,,41.0,,
StationTank,fuel_level_change,fuel_level_change,5882.0,,41.0,,
StationTank,fuel_level_change,fuel_level_change,5883.0,,41.0,,
StationTank,fuel_level_change,fuel_level_change,5884.0,,41.0,,
StationTank,fuel_level_change,fuel_level_change,5885.0,,41.0,,
StationTank,fuel_level_change,fuel_level_change,5886.0,,41.0,,
StationTank,fuel_level_change,fuel_level_change,5887.0,,41.0,,
